brandName,subcampaignName,npi,date,eventType,platformName,dimension,deviceType,spends,creativeName,browser,os,campaignName,subcampaignStartDate,specialization,grouping,classification,state
Nplate,Rule 1,1023336518,01-05-2023 13:06,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,New York
Nplate,Rule 1,1881767903,01-05-2023 13:06,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,New York
Nplate,Rule 1,1679765770,01-05-2023 13:06,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,Ohio
Nplate,Rule 1,1790936409,01-05-2023 13:06,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Mac OS,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,Florida
Nplate,Rule 1,1023336518,01-05-2023 13:06,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,New York
Nplate,Rule 1,1790936409,01-05-2023 13:06,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Mac OS,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,Florida
Nplate,Rule 1,1679765770,01-05-2023 13:06,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,Ohio
Nplate,Rule 1,1881767903,01-05-2023 13:06,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,New York
Nplate,Rule 1,1679765770,01-05-2023 13:07,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,Ohio
Nplate,Rule 1,1881767903,01-05-2023 13:07,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,New York
Nplate,Rule 1,1487669933,01-05-2023 13:07,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,California
Nplate,Rule 1,1487669933,01-05-2023 13:07,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,California
Nplate,Rule 1,1023336518,01-05-2023 13:07,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,New York
Nplate,Rule 1,1790936409,01-05-2023 13:07,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,Florida
Nplate,Rule 1,1487669933,01-05-2023 13:07,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,California
Nplate,Rule 1,1881767903,01-05-2023 13:07,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,New York
Nplate,Rule 1,1023336518,01-05-2023 13:07,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,New York
Nplate,Rule 1,1487669933,01-05-2023 13:07,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,California
Nplate,Rule 1,1023336518,01-05-2023 13:07,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,New York
Nplate,Rule 1,1881767903,01-05-2023 13:08,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,New York
Nplate,Rule 1,1679765770,01-05-2023 13:08,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,Ohio
Nplate,Rule 1,1881767903,01-05-2023 13:08,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,New York
Nplate,Rule 1,1487669933,01-05-2023 13:08,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Mac OS,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,California
Nplate,Rule 1,1487669933,01-05-2023 13:08,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,California
Nplate,Rule 1,1790936409,01-05-2023 13:08,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,Florida
Nplate,Rule 1,1023336518,01-05-2023 13:08,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Firefox,Mac OS,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,New York
Nplate,Rule 1,1679765770,01-05-2023 13:08,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,Ohio
Nplate,Rule 1,1487669933,01-05-2023 13:08,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,California
Nplate,Rule 1,1487669933,01-05-2023 13:08,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,California
Nplate,Rule 1,1679765770,01-05-2023 13:08,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,Ohio
Nplate,Rule 1,1679765770,01-05-2023 13:08,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,Ohio
Nplate,Rule 1,1881767903,01-05-2023 13:09,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,New York
Nplate,Rule 1,1679765770,01-05-2023 13:14,CPM,Practice EHR,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,Ohio
Nplate,Rule 1,1023336518,01-05-2023 13:14,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,New York
Nplate,Rule 1,1881767903,01-05-2023 13:14,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,New York
Nplate,Rule 1,1487669933,01-05-2023 13:14,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,California
Nplate,Rule 1,1285633016,01-05-2023 13:51,CPM,Practice EHR,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,Pennsylvania
Nplate,Rule 1,1790936409,01-05-2023 13:51,CPM,Practice EHR,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,Florida
Nplate,Rule 1,1548426703,01-05-2023 13:51,CPM,Practice EHR,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,Florida
Nplate,Rule 1,1487633251,01-05-2023 13:51,CPM,Practice EHR,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology,Allopathic & Osteopathic Physicians,Internal Medicine,Illinois
Nplate,Rule 1,1053339788,01-05-2023 13:51,CPM,Practice EHR,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),,Allopathic & Osteopathic Physicians,Internal Medicine,California
Nplate,Rule 1,1487633251,01-05-2023 13:51,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology,Allopathic & Osteopathic Physicians,Internal Medicine,Illinois
Nplate,Rule 1,1023336518,01-05-2023 13:51,CPM,Practice EHR,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,New York
Nplate,Rule 1,1932239738,01-05-2023 13:51,CPM,Practice EHR,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Adult Health,Physician Assistants & Advanced Practice Nursing Providers,Nurse Practitioner,New York
Nplate,Rule 1,1235248477,01-05-2023 13:51,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,Alabama
Nplate,Rule 1,1578560322,01-05-2023 13:51,CPM,Practice EHR,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology,Allopathic & Osteopathic Physicians,Internal Medicine,Kentucky
Nplate,Rule 1,1487669933,01-05-2023 13:51,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,California
Nplate,Rule 1,1801942008,01-05-2023 13:51,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,California
Nplate,Rule 1,1134235765,01-05-2023 13:51,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Firefox,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,New York
Nplate,Rule 1,1881767903,01-05-2023 13:51,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,New York
Nplate,Rule 1,1982916524,01-05-2023 13:51,CPM,Practice EHR,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),,Physician Assistants & Advanced Practice Nursing Providers,Physician Assistant,Wisconsin
Nplate,Rule 1,1053339788,01-05-2023 13:51,CPM,Practice EHR,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),,Allopathic & Osteopathic Physicians,Internal Medicine,California
Nplate,Rule 1,1699928812,01-05-2023 13:51,CPM,Practice EHR,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),,Physician Assistants & Advanced Practice Nursing Providers,Nurse Practitioner,Illinois
Nplate,Rule 1,1780769877,01-05-2023 13:51,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),,Other Service Providers,Specialist,New York
Nplate,Rule 1,1982717930,01-05-2023 13:51,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Mac OS,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology,Allopathic & Osteopathic Physicians,Internal Medicine,Delaware
Nplate,Rule 1,1578560322,01-05-2023 13:51,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology,Allopathic & Osteopathic Physicians,Internal Medicine,Kentucky
Nplate,Rule 1,1467563296,01-05-2023 13:51,CPM,Practice EHR,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),,Allopathic & Osteopathic Physicians,Internal Medicine,New York
Nplate,Rule 4,1558462424,01-05-2023 13:54,CPM,OARX,728 x 90,Desktop,1.08,USA-531-81042-Treatment-free-Remission-Rule-4,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,California
Nplate,Rule 1,1326098179,01-05-2023 13:55,CPM,OARX,728 x 90,Desktop,0.5,USA-531-81042-Treatment-free-Remission-Rule-1,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),,Allopathic & Osteopathic Physicians,Internal Medicine,California
Nplate,Rule 2,1558462424,01-05-2023 13:55,CPM,OARX,728 x 90,Desktop,1.08,USA-531-81042-Treatment-free-Remission-Rule-2,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,California
Nplate,Rule 2,1558462424,01-05-2023 13:55,CPM,OARX,728 x 90,Desktop,1.08,USA-531-81042-Treatment-free-Remission-Rule-2,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,California
Nplate,Rule 2,1558462424,01-05-2023 13:56,CPM,OARX,728 x 90,Desktop,1.08,USA-531-81042-Treatment-free-Remission-Rule-2,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,California
Nplate,Rule 2,1558462424,01-05-2023 13:57,CPM,OARX,728 x 90,Desktop,1.08,USA-531-81042-Treatment-free-Remission-Rule-2,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,California
Nplate,Rule 2,1558462424,01-05-2023 13:57,CPM,OARX,728 x 90,Desktop,1.08,USA-531-81042-Treatment-free-Remission-Rule-2,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,California
Nplate,Rule 2,1558462424,01-05-2023 13:58,CPM,OARX,728 x 90,Desktop,1.08,USA-531-81042-Treatment-free-Remission-Rule-2,Edge,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,California
Nplate,Rule 2,1346278546,01-05-2023 14:00,CPM,OARX,728 x 90,Desktop,1.2,USA-531-81042-Treatment-free-Remission-Rule-2,Chrome,Mac OS,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Hematology & Oncology,Allopathic & Osteopathic Physicians,Internal Medicine,California
Nplate,Rule 3,1679569404,01-05-2023 14:01,CPM,Practice EHR,728 x 90,Desktop,1.2,USA-531-81043-Repurpose-of-Oral-Competitive-Rule 3,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Chemical Pathology,Allopathic & Osteopathic Physicians,Pathology,Michigan
Nplate,Rule 2,1447416334,01-05-2023 14:01,CPM,OARX,728 x 90,Desktop,1.2,USA-531-81042-Treatment-free-Remission-Rule-2,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),,Allopathic & Osteopathic Physicians,Internal Medicine,Iowa
Nplate,Rule 3,1679569404,01-05-2023 14:07,CPM,OARX,728 x 90,Desktop,1.2,USA-531-81043-Repurpose-of-Oral-Competitive-Rule 3,Chrome,Windows,Nplate Aug-Jan 2023,Tue Aug 09 2022 04:00:00 GMT+0000 (Coordinated Universal Time),Chemical Pathology,Allopathic & Osteopathic Physicians,Pathology,Michigan
